event_id,cluster_id,latitude,longitude,event_date,label,predicted_label,risk_score,risk_tier
9923,442.0,20.96904,85.15308,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
10326,442.0,20.97214,85.17433,2026-07-29,Other/Unknown,Other/Unknown,0.0,Low
11297,442.0,20.95964,85.17311,2026-07-18,Other/Unknown,Other/Unknown,0.0,Low
113,443.0,20.96801,86.01303,2026-09-08,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
117,443.0,20.97303,86.00401,2026-09-08,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
737,443.0,20.96593,86.01443,2026-09-10,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
738,443.0,20.97001,86.01376,2026-09-10,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
1150,443.0,20.96801,86.01303,2026-09-08,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
1154,443.0,20.97303,86.00401,2026-09-08,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
1774,443.0,20.96593,86.01443,2026-09-10,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
1775,443.0,20.97001,86.01376,2026-09-10,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
2786,443.0,20.96156,86.00327,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,58.9,High
2788,443.0,20.9649,86.00615,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
2789,443.0,20.96528,86.00221,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.1,High
2792,443.0,20.96638,86.01173,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
2793,443.0,20.97015,86.01069,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.6,High
2795,443.0,20.97089,86.00281,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
2863,443.0,20.96696,86.00981,2026-09-04,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
3475,443.0,20.96087,86.00738,2026-09-05,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.2,High
3480,443.0,20.96543,86.01258,2026-09-05,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
3482,443.0,20.96626,86.00883,2026-09-05,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
3488,443.0,20.97081,86.01405,2026-09-05,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.5,High
3489,443.0,20.97165,86.01027,2026-09-05,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.6,High
3490,443.0,20.97332,86.00273,2026-09-05,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.7,High
3735,443.0,20.96956,86.01638,2026-09-06,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.7,High
3789,443.0,20.96206,86.01067,2026-09-06,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
3790,443.0,20.96279,86.00687,2026-09-06,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,57.3,High
3791,443.0,20.96609,86.0116,2026-09-06,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.5,High
3792,443.0,20.97011,86.01249,2026-09-06,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.8,High
4020,443.0,20.96409,86.00706,2026-09-07,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.7,High
4021,443.0,20.96852,86.01384,2026-09-07,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.7,High
4022,443.0,20.96964,86.0212,2026-09-07,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.2,High
4023,443.0,20.97015,86.00223,2026-09-07,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.6,High
4026,443.0,20.97402,86.00534,2026-09-07,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.5,High
5294,443.0,20.97057,86.0037,2026-09-02,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
5295,443.0,20.97389,86.00428,2026-09-02,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
6248,443.0,20.96749,86.01265,2026-08-19,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.7,High
6425,443.0,20.96745,86.01298,2026-08-20,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.8,High
6471,443.0,20.96533,86.01462,2026-08-20,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
6472,443.0,20.96588,86.01382,2026-08-20,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
6473,443.0,20.96618,86.01083,2026-08-20,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
6474,443.0,20.96671,86.01003,2026-08-20,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
6475,443.0,20.96791,86.00322,2026-08-20,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
6828,443.0,20.96898,86.01307,2026-08-22,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.5,High
6829,443.0,20.96958,86.00936,2026-08-22,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.6,High
6830,443.0,20.9735,86.00627,2026-08-22,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
9335,443.0,20.96871,86.00328,2026-07-31,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
9336,443.0,20.97241,86.00407,2026-07-31,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
9337,443.0,20.97612,86.00484,2026-07-31,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
9395,443.0,20.96381,86.00493,2026-08-01,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.1,High
9396,443.0,20.97377,86.00666,2026-08-01,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
9571,443.0,20.96753,86.02036,2026-08-02,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.0,High
9575,443.0,20.97161,86.02093,2026-08-02,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.1,High
11298,443.0,20.96202,86.00536,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.1,High
11299,443.0,20.96238,86.00161,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.0,High
11301,443.0,20.96645,86.01759,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.1,High
11302,443.0,20.96721,86.00985,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.4,High
11303,443.0,20.96797,86.00209,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.3,High
11304,443.0,20.97202,86.01816,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.2,High
11305,443.0,20.97354,86.00267,2026-07-18,Persistent Industrial Thermal Source,Persistent Industrial Thermal Source,59.5,High
119,444.0,21.07918,85.03577,2026-09-08,Other/Unknown,Other/Unknown,5.4,Low
1156,444.0,21.07918,85.03577,2026-09-08,Other/Unknown,Other/Unknown,5.4,Low
2799,444.0,21.07634,85.04405,2026-09-04,Other/Unknown,Other/Unknown,5.6,Low
2800,444.0,21.07676,85.03937,2026-09-04,Other/Unknown,Other/Unknown,5.4,Low
2801,444.0,21.07717,85.03472,2026-09-04,Other/Unknown,Other/Unknown,5.3,Low
4192,444.0,21.07366,85.0472,2026-09-07,Other/Unknown,Other/Unknown,4.9,Low
4193,444.0,21.07424,85.04351,2026-09-07,Other/Unknown,Other/Unknown,4.8,Low
4194,444.0,21.07539,85.03615,2026-09-07,Other/Unknown,Other/Unknown,6.4,Low
4195,444.0,21.07755,85.0441,2026-09-07,Other/Unknown,Other/Unknown,5.6,Low
4196,444.0,21.0787,85.03674,2026-09-07,Other/Unknown,Other/Unknown,5.4,Low
4197,444.0,21.07928,85.03306,2026-09-07,Other/Unknown,Other/Unknown,5.2,Low
6215,444.0,21.07631,85.046,2026-08-19,Other/Unknown,Other/Unknown,5.6,Low
6216,444.0,21.07718,85.03671,2026-08-19,Other/Unknown,Other/Unknown,5.4,Low
6293,444.0,21.07434,85.03826,2026-08-19,Other/Unknown,Other/Unknown,5.3,Low
6294,444.0,21.081,85.04028,2026-08-19,Other/Unknown,Other/Unknown,5.6,Low
8829,444.0,21.07961,85.03843,2026-08-08,Other/Unknown,Other/Unknown,4.8,Low
9028,444.0,21.07702,85.03866,2026-07-30,Other/Unknown,Other/Unknown,5.4,Low
9029,444.0,21.07811,85.03343,2026-07-30,Other/Unknown,Other/Unknown,5.2,Low
9030,444.0,21.08166,85.03976,2026-07-30,Other/Unknown,Other/Unknown,5.0,Low
9926,444.0,21.07865,85.04354,2026-07-26,Other/Unknown,Other/Unknown,5.7,Low
120,445.0,21.24244,79.22527,2026-09-08,Other/Unknown,Other/Unknown,8.0,Low
1157,445.0,21.24244,79.22527,2026-09-08,Other/Unknown,Other/Unknown,8.0,Low
3801,445.0,21.24365,79.22351,2026-09-06,Other/Unknown,Other/Unknown,9.2,Low
8417,445.0,21.2409,79.22372,2026-08-12,Other/Unknown,Other/Unknown,5.1,Low
8418,445.0,21.24105,79.22495,2026-08-12,Other/Unknown,Other/Unknown,5.1,Low
8419,445.0,21.24658,79.22227,2026-08-12,Other/Unknown,Other/Unknown,0.0,Low
8644,445.0,21.24483,79.22414,2026-08-06,Other/Unknown,Other/Unknown,9.1,Low
9343,445.0,21.24272,79.22524,2026-07-31,Other/Unknown,Other/Unknown,9.3,Low
9344,445.0,21.24685,79.22158,2026-07-31,Other/Unknown,Other/Unknown,0.0,Low
70,446.0,21.10201,72.65463,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
71,446.0,21.10262,72.63547,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
72,446.0,21.10373,72.64575,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
73,446.0,21.10607,72.6489,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
221,446.0,21.10329,72.63621,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
222,446.0,21.10576,72.64803,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
362,446.0,21.10127,72.63649,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
363,446.0,21.10479,72.63596,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
364,446.0,21.10594,72.64432,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
365,446.0,21.10652,72.6485,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
366,446.0,21.1083,72.63541,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
367,446.0,21.11181,72.63486,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
446,446.0,21.10076,72.63695,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
447,446.0,21.10252,72.63594,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
448,446.0,21.10281,72.64636,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
449,446.0,21.10432,72.63768,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
450,446.0,21.10452,72.64532,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
451,446.0,21.10808,72.64604,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
452,446.0,21.10964,72.63737,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
680,446.0,21.10157,72.63602,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
681,446.0,21.10355,72.64788,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
682,446.0,21.10696,72.64724,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
767,446.0,21.10259,72.63643,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
768,446.0,21.10481,72.64471,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
885,446.0,21.1033,72.63795,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
886,446.0,21.10511,72.64705,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
932,446.0,21.10116,72.63661,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
933,446.0,21.10441,72.6459,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
934,446.0,21.10548,72.6372,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
935,446.0,21.10603,72.64871,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
936,446.0,21.10653,72.64437,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
937,446.0,21.10755,72.63565,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
938,446.0,21.10872,72.64648,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1107,446.0,21.10201,72.65463,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1108,446.0,21.10262,72.63547,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1109,446.0,21.10373,72.64575,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1110,446.0,21.10607,72.6489,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1258,446.0,21.10329,72.63621,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1259,446.0,21.10576,72.64803,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1399,446.0,21.10127,72.63649,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1400,446.0,21.10479,72.63596,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1401,446.0,21.10594,72.64432,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1402,446.0,21.10652,72.6485,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1403,446.0,21.1083,72.63541,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1404,446.0,21.11181,72.63486,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1483,446.0,21.10076,72.63695,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1484,446.0,21.10252,72.63594,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1485,446.0,21.10281,72.64636,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1486,446.0,21.10432,72.63768,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1487,446.0,21.10452,72.64532,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1488,446.0,21.10808,72.64604,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1489,446.0,21.10964,72.63737,2026-09-09,Other/Unknown,Other/Unknown,0.0,Low
1717,446.0,21.10157,72.63602,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
1718,446.0,21.10355,72.64788,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
1719,446.0,21.10696,72.64724,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
1804,446.0,21.10259,72.63643,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
1805,446.0,21.10481,72.64471,2026-09-10,Other/Unknown,Other/Unknown,0.0,Low
1922,446.0,21.1033,72.63795,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1923,446.0,21.10511,72.64705,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1969,446.0,21.10116,72.63661,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1970,446.0,21.10441,72.6459,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1971,446.0,21.10548,72.6372,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1972,446.0,21.10603,72.64871,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1973,446.0,21.10653,72.64437,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1974,446.0,21.10755,72.63565,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1975,446.0,21.10872,72.64648,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
1976,446.0,21.10979,72.63779,2026-09-11,Other/Unknown,Other/Unknown,0.0,Low
2350,446.0,21.10661,72.64839,2026-09-03,Other/Unknown,Other/Unknown,0.0,Low
2478,446.0,21.10058,72.63622,2026-09-03,Other/Unknown,Other/Unknown,0.0,Low
2479,446.0,21.10314,72.64573,2026-09-03,Other/Unknown,Other/Unknown,0.0,Low
2480,446.0,21.10483,72.63718,2026-09-03,Other/Unknown,Other/Unknown,0.0,Low
2481,446.0,21.10739,72.64669,2026-09-03,Other/Unknown,Other/Unknown,0.0,Low
2694,446.0,21.10135,72.63466,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2695,446.0,21.10191,72.63843,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2696,446.0,21.10636,72.64542,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2867,446.0,21.10271,72.64404,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2868,446.0,21.10401,72.63636,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2869,446.0,21.10544,72.64854,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2870,446.0,21.10608,72.6447,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2871,446.0,21.10738,72.637,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
2872,446.0,21.10881,72.64918,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
3378,446.0,21.10671,72.64536,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
3584,446.0,21.1028,72.63883,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
3585,446.0,21.10341,72.63448,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
3586,446.0,21.10517,72.6481,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
3587,446.0,21.10577,72.64375,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
3588,446.0,21.11057,72.63561,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
3736,446.0,21.10245,72.63563,2026-09-06,Other/Unknown,Other/Unknown,0.0,Low
3737,446.0,21.10482,72.64702,2026-09-06,Other/Unknown,Other/Unknown,0.0,Low
4577,446.0,21.10102,72.63954,2026-08-30,Other/Unknown,Other/Unknown,0.0,Low
4578,446.0,21.1016,72.63586,2026-08-30,Other/Unknown,Other/Unknown,0.0,Low
4746,446.0,21.10513,72.64378,2026-08-31,Other/Unknown,Other/Unknown,0.0,Low
4747,446.0,21.10902,72.64436,2026-08-31,Other/Unknown,Other/Unknown,0.0,Low
5044,446.0,21.10112,72.63706,2026-09-01,Other/Unknown,Other/Unknown,0.0,Low
5045,446.0,21.10147,72.63356,2026-09-01,Other/Unknown,Other/Unknown,0.0,Low
5046,446.0,21.10537,72.64811,2026-09-01,Other/Unknown,Other/Unknown,0.0,Low
5047,446.0,21.10572,72.64465,2026-09-01,Other/Unknown,Other/Unknown,0.0,Low
5376,446.0,21.10142,72.64466,2026-09-02,Other/Unknown,Other/Unknown,0.0,Low
5377,446.0,21.10334,72.63613,2026-09-02,Other/Unknown,Other/Unknown,0.0,Low
5378,446.0,21.1071,72.64617,2026-09-02,Other/Unknown,Other/Unknown,0.0,Low
5379,446.0,21.10903,72.63763,2026-09-02,Other/Unknown,Other/Unknown,0.0,Low
5472,446.0,21.10352,72.63773,2026-08-24,Other/Unknown,Other/Unknown,0.0,Low
5473,446.0,21.10552,72.64716,2026-08-24,Other/Unknown,Other/Unknown,0.0,Low
5474,446.0,21.1091,72.64789,2026-08-24,Other/Unknown,Other/Unknown,0.0,Low
5475,446.0,21.11144,72.63482,2026-08-24,Other/Unknown,Other/Unknown,0.0,Low
5682,446.0,21.10119,72.63515,2026-08-25,Other/Unknown,Other/Unknown,0.0,Low
5683,446.0,21.10456,72.63571,2026-08-25,Other/Unknown,Other/Unknown,0.0,Low
5684,446.0,21.1062,72.64778,2026-08-25,Other/Unknown,Other/Unknown,0.0,Low
5685,446.0,21.10678,72.64395,2026-08-25,Other/Unknown,Other/Unknown,0.0,Low
5686,446.0,21.1113,72.63686,2026-08-25,Other/Unknown,Other/Unknown,0.0,Low
5715,446.0,21.10126,72.63638,2026-08-26,Other/Unknown,Other/Unknown,0.0,Low
5716,446.0,21.10306,72.64542,2026-08-26,Other/Unknown,Other/Unknown,0.0,Low
5902,446.0,21.10433,72.64272,2026-08-27,Other/Unknown,Other/Unknown,0.0,Low
6033,446.0,21.10043,72.63733,2026-08-28,Other/Unknown,Other/Unknown,0.0,Low
6034,446.0,21.1034,72.64882,2026-08-28,Other/Unknown,Other/Unknown,0.0,Low
6181,446.0,21.1031,72.63488,2026-08-19,Other/Unknown,Other/Unknown,0.0,Low
6426,446.0,21.10092,72.63459,2026-08-20,Other/Unknown,Other/Unknown,0.0,Low
6427,446.0,21.10331,72.64813,2026-08-20,Other/Unknown,Other/Unknown,0.0,Low
6428,446.0,21.10694,72.64742,2026-08-20,Other/Unknown,Other/Unknown,0.0,Low
6942,446.0,21.10145,72.63374,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6943,446.0,21.10257,72.63496,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6944,446.0,21.10692,72.64557,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6945,446.0,21.10789,72.63438,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6946,446.0,21.10811,72.64683,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6947,446.0,21.109,72.63563,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6981,446.0,21.10465,72.63463,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
6982,446.0,21.1083,72.64712,2026-08-22,Other/Unknown,Other/Unknown,0.0,Low
7291,446.0,21.10971,72.63481,2026-08-14,Other/Unknown,Other/Unknown,0.0,Low
7292,446.0,21.11126,72.64643,2026-08-14,Other/Unknown,Other/Unknown,0.0,Low
7413,446.0,21.10614,72.64859,2026-08-15,Other/Unknown,Other/Unknown,0.0,Low
7414,446.0,21.10682,72.64341,2026-08-15,Other/Unknown,Other/Unknown,0.0,Low
7653,446.0,21.10202,72.64528,2026-08-17,Other/Unknown,Other/Unknown,0.0,Low
7654,446.0,21.1071,72.64555,2026-08-17,Other/Unknown,Other/Unknown,0.0,Low
7956,446.0,21.10189,72.63857,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7957,446.0,21.10246,72.63474,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7958,446.0,21.10411,72.6468,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7959,446.0,21.10468,72.64297,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7960,446.0,21.10583,72.63531,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7961,446.0,21.10748,72.64737,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7962,446.0,21.10805,72.64354,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
7963,446.0,21.10862,72.63972,2026-08-09,Other/Unknown,Other/Unknown,0.0,Low
8549,446.0,21.1036,72.63686,2026-08-05,Other/Unknown,Other/Unknown,0.0,Low
8550,446.0,21.10476,72.64249,2026-08-05,Other/Unknown,Other/Unknown,0.0,Low
8551,446.0,21.10591,72.6481,2026-08-05,Other/Unknown,Other/Unknown,0.0,Low
9981,446.0,21.10058,72.63823,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
9982,446.0,21.1056,72.64758,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
9983,446.0,21.106,72.64323,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
9984,446.0,21.10641,72.63888,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
9985,446.0,21.11263,72.63515,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
10100,446.0,21.10308,72.63578,2026-07-27,Other/Unknown,Other/Unknown,0.0,Low
10101,446.0,21.10532,72.65086,2026-07-27,Other/Unknown,Other/Unknown,0.0,Low
10102,446.0,21.10607,72.64742,2026-07-27,Other/Unknown,Other/Unknown,0.0,Low
10103,446.0,21.10681,72.64397,2026-07-27,Other/Unknown,Other/Unknown,0.0,Low
10162,446.0,21.10238,72.63696,2026-07-28,Other/Unknown,Other/Unknown,0.0,Low
10163,446.0,21.10748,72.64648,2026-07-28,Other/Unknown,Other/Unknown,1.1,Low
10984,446.0,21.10338,72.63354,2026-07-16,Other/Unknown,Other/Unknown,0.0,Low
10985,446.0,21.10423,72.63415,2026-07-16,Other/Unknown,Other/Unknown,0.0,Low
10986,446.0,21.10608,72.64803,2026-07-16,Other/Unknown,Other/Unknown,0.0,Low
10987,446.0,21.10709,72.6437,2026-07-16,Other/Unknown,Other/Unknown,0.0,Low
10988,446.0,21.108,72.64435,2026-07-16,Other/Unknown,Other/Unknown,0.0,Low
128,447.0,22.21111,84.86725,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1165,447.0,22.21111,84.86725,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
3505,447.0,22.20868,84.86357,2026-09-05,Other/Unknown,Other/Unknown,0.0,Low
4037,447.0,22.20925,84.86183,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4085,447.0,22.20656,84.85925,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4086,447.0,22.2093,84.86359,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4087,447.0,22.21032,84.87914,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4088,447.0,22.2109,84.8754,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4089,447.0,22.21147,84.87166,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4090,447.0,22.21205,84.86791,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4091,447.0,22.21262,84.86417,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4092,447.0,22.21537,84.8685,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
8297,447.0,22.20957,84.86221,2026-08-11,Other/Unknown,Other/Unknown,0.0,Low
8298,447.0,22.21289,84.86283,2026-08-11,Other/Unknown,Other/Unknown,0.0,Low
8646,447.0,22.21637,84.86812,2026-08-06,Other/Unknown,Other/Unknown,0.0,Low
9885,447.0,22.2125,84.87181,2026-07-26,Other/Unknown,Other/Unknown,0.0,Low
129,448.0,22.32055,82.56607,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
1166,448.0,22.32055,82.56607,2026-09-08,Other/Unknown,Other/Unknown,0.0,Low
2721,448.0,22.31921,82.56583,2026-09-04,Other/Unknown,Other/Unknown,0.0,Low
3849,448.0,22.31718,82.55957,2026-09-06,Other/Unknown,Other/Unknown,0.0,Low
4094,448.0,22.31799,82.5677,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
4095,448.0,22.31859,82.56335,2026-09-07,Other/Unknown,Other/Unknown,0.0,Low
8589,448.0,22.31735,82.56773,2026-08-05,Other/Unknown,Other/Unknown,0.0,Low
8590,448.0,22.31869,82.55992,2026-08-05,Other/Unknown,Other/Unknown,0.0,Low
8591,448.0,22.3214,82.56449,2026-08-05,Other/Unknown,Other/Unknown,0.0,Low
9255,448.0,22.31806,82.57056,2026-07-31,Other/Unknown,Other/Unknown,0.0,Low
9256,448.0,22.31865,82.56686,2026-07-31,Other/Unknown,Other/Unknown,0.0,Low
9257,448.0,22.31925,82.56316,2026-07-31,Other/Unknown,Other/Unknown,0.0,Low
9259,448.0,22.32255,82.56377,2026-07-31,Other/Unknown,Other/Unknown,0.0,Low
9406,448.0,22.31699,82.56023,2026-08-01,Other/Unknown,Other/Unknown,0.0,Low
9407,448.0,22.3195,82.57103,2026-08-01,Other/Unknown,Other/Unknown,0.0,Low
9408,448.0,22.32017,82.56593,2026-08-01,Other/Unknown,Other/Unknown,0.0,Low
10401,448.0,22.31859,82.56633,2026-07-29,Other/Unknown,Other/Unknown,0.0,Low
