ndvi_mean,ndbi_mean,ndwi_mean,swir1_mean,swir2_mean,valid_pixel_fraction,event_id
0.37512671025568095,0.047624297723023706,-0.41440679038373684,0.30781789548109373,0.21704875488740072,1.0,2075
0.4215940861082603,-0.008712374044565815,-0.49419788497860007,0.3141920897514865,0.20290651855930264,1.0,2076
0.36372731256342944,0.08928832124089162,-0.460667687993611,0.3515998046095774,0.24500249009088293,1.0,2080
0.743904681057054,-0.19879309238139498,-0.6644123104456022,0.22287290039821528,0.11525554196850862,1.0,2081
0.7798606377195759,-0.25510603853761465,-0.6793620210529049,0.20800888679514173,0.0986961914532003,1.0,2083
0.7693963538351388,-0.26053022884054333,-0.7025319353355428,0.2235859374741267,0.11197045905828418,1.0,2091
0.6615285242797962,-0.1483876957628194,-0.6290155377812814,0.24512380367195874,0.13664597171236892,1.0,2093
0.6747185243660778,-0.12088325154339155,-0.6177627483671366,0.24991721186961513,0.14324919430873706,1.0,2094
0.42771528691751326,0.09326379916385122,-0.4713907217654315,0.3255474121692714,0.221384912180838,1.0,2096
0.2794902139171842,0.22679407297655174,-0.38685142405715195,0.34664174782665214,0.2777634521771688,1.0,2098
0.6058312986843275,-0.020366549589984254,-0.5849507409036259,0.2813713624673255,0.17270249020111805,1.0,2099
0.5811684386338957,-0.18999631573838938,-0.5549371718440257,0.22742436518410614,0.13208908695264654,1.0,2100
0.6233881454583037,-0.2022731922129154,-0.587479715117442,0.23116867679118513,0.13449865729273824,1.0,2101
0.4056159296242976,0.039924474303446554,-0.4999100682077088,0.34532961416880426,0.22433171383590889,1.0,2102
0.4277925068631658,0.01089210034983072,-0.45643502397172075,0.2785358398371045,0.18187888190573176,1.0,2104
0.41888060871340665,0.04909759690123128,-0.4790859760145591,0.319516821346042,0.21200993639649823,1.0,2109
0.5295400985815502,-0.09875712754342604,-0.5305061736901302,0.29559695141488906,0.18047376441453125,0.528564453125,2119
0.40063258538476104,0.13841382526958668,-0.4476931023665254,0.3662970703553583,0.26396171873966523,1.0,2123
0.4954086394724526,-0.10740640119269931,-0.49326863040935476,0.2587929687892938,0.16423671873781132,1.0,2132
0.6114758046303506,-0.2668522816304837,-0.5676420770271412,0.22957812489948992,0.13072453611312085,1.0,2135
0.6322507308619761,-0.2591830097474895,-0.5855519286408704,0.2189450928090082,0.12185217278783966,1.0,2139
0.5746262915525802,-0.1005040697947627,-0.5899414081697644,0.24972370600517024,0.14601638190288213,1.0,2140
0.6416044041866373,-0.28040684450200715,-0.58311584054665,0.20599206540282466,0.11488002930491348,1.0,2141
0.42932085580448953,-0.023947276965146307,-0.46225847570450096,0.28777639500586516,0.18549996819239614,0.76123046875,2142
0.47445250486084745,0.0033598906969588734,-0.5124017680670704,0.31182363292828086,0.20944372548638057,1.0,2143
0.6327694032901506,-0.26212885062075336,-0.5824276343441612,0.21542336416678154,0.12137561036433908,1.0,2144
0.3670802581592575,0.010146124381047573,-0.45134538117415135,0.349406933553837,0.225725854207667,1.0,2149
0.46478509074259544,-0.0013851534035755507,-0.5152158094228841,0.30742235992711253,0.19298674328186002,0.552490234375,2150
0.5532000060494665,-0.0827819614961614,-0.5470312145357097,0.283935633180368,0.1677286764332915,0.431640625,2151
0.4450649866506439,-0.04068798412310537,-0.5057487715790991,0.32272376792311513,0.20491862969671784,0.926513671875,2152
0.562376924035829,-0.11564897944076427,-0.5674283395775956,0.2596709961471788,0.15425983887053007,1.0,2156
0.4444736283099876,0.008497457275713723,-0.5194572074051279,0.29605192960184706,0.18609072783046732,0.942626953125,2164
0.4682781268262608,-0.11302086578056172,-0.4997197227502388,0.2757034912056042,0.1702471679654991,1.0,2165
0.45239414046719956,-0.043285937515376155,-0.4963992886697218,0.3000090321269203,0.188182961854461,0.83251953125,2169
0.42320937375256235,0.01662637647445919,-0.5137373598468215,0.30275860780832964,0.191324635775216,0.90478515625,2170
0.41207623982975394,-0.012662136504370152,-0.5044789921818529,0.32068281224565,0.20500883794193214,1.0,2173
0.44240216218619477,0.002307140007065697,-0.5021486627143347,0.3157225096500734,0.20004521070540637,0.7646484375,2174
0.33978802767100524,0.01912903693657137,-0.44042105378300345,0.2983578367679911,0.21257822258803571,1.0,2175
0.25057284520060663,0.06105613435049137,-0.3826471789051492,0.3938473874441115,0.2716373533185106,1.0,2176
0.3651026664562166,0.06968535984733965,-0.5003770302303043,0.34013093251996906,0.22068659664910228,1.0,2177
0.3594778049848878,0.04594633008779417,-0.46709418129719693,0.3380013673049689,0.2180653076084127,1.0,2180
0.37742580521517655,0.05118971005037569,-0.48953336513830903,0.3165607666114738,0.21168383780695876,1.0,2181
0.5090115138555065,-0.045073256853133514,-0.5470949672147698,0.27840676761921535,0.16829291475181793,0.999267578125,2182
0.3864257084742156,0.05648726257876453,-0.48647758595922974,0.34628205398111295,0.22886141812233005,0.99853515625,2185
0.33135428643798726,0.015478272466161194,-0.40102806692325127,0.2776257952491921,0.18337119785859574,0.982421875,2194
0.41338180011826486,0.0009763646591722866,-0.4818502952749773,0.33662062994881126,0.22204892579611624,1.0,2198
0.43446512388825975,0.0028629217968203866,-0.5002191526540523,0.29385090338473674,0.18697233887132825,1.0,2205
0.5351596282521554,-0.08377665431384954,-0.5489126280374403,0.25111677236236574,0.153492993128566,1.0,2208
0.42316905135251326,0.001097423560651404,-0.48888987457305993,0.2808637863127545,0.1813687378281432,0.75439453125,2209
0.6370238212558885,-0.1481467068884765,-0.6107516306731907,0.2157748962278331,0.1163596337131237,0.999755859375,2210
0.552100407860622,-0.08252294618440112,-0.5748677979626661,0.25673435053431604,0.1525120849664745,1.0,2213
0.3714447660656321,-0.010101587035771171,-0.4743442838174037,0.34542233888350893,0.2207003174644342,1.0,2222
0.38281936685934526,0.05106187325129729,-0.4605756699793849,0.28117763665431994,0.19025080559913476,1.0,2226
0.24658637386726498,0.09246517987475908,-0.4369256468176014,0.35521542968126596,0.27162624517586664,1.0,2230
0.21326048279750923,0.11315379875717445,-0.35930601550451113,0.3053908691217657,0.24284575205729197,1.0,2231
0.2829865260845733,0.13879044891084774,-0.41760002434473104,0.4033213133825484,0.28231816398056253,1.0,2234
0.38600095940942186,0.033601026021794225,-0.47234449835913794,0.317561035099061,0.21317158207966713,1.0,2235
0.2175253307959456,0.17879436759823925,-0.3675473648979929,0.42760249014645524,0.373138989234576,1.0,2237
0.5055207256299964,-0.08702194160387657,-0.4805838407706134,0.2662102941521048,0.18131516349678434,0.7470703125,2238
0.47892199017015824,-0.1365445954848473,-0.4704580901788019,0.2802712156299094,0.2164425536093404,1.0,2251
0.6235642965814124,-0.21784784177866817,-0.5901021385528846,0.22232148438342847,0.1479536377300974,1.0,2252
0.5940416273400433,-0.19699386720400122,-0.5608572346473347,0.20961887214434682,0.13828378901598626,1.0,2253
0.38868584793824523,-0.06758646690325881,-0.416228801164391,0.25367351065688126,0.19824318854080047,1.0,2254
