event_id,nearest_facility_distance_m,nearest_facility_type,facilities_within_radius
2988,1286.27893407,industrial_area,20
2989,,,0
2990,4640.56765719,industrial_area,4
2991,,,0
2992,,,0
2993,4996.41765263,power_plant,1
2994,3424.77589682,industrial_works,1
2995,,,0
2996,,,0
2997,3594.57600512,industrial_area,2
2998,3225.16927811,industrial_area,4
2999,4536.27495133,industrial_area,1
3000,2003.73936984,industrial_area,13
3001,2825.34772355,industrial_area,8
3002,3355.70229667,pipeline,3
3003,3227.10270205,industrial_area,2
3004,1099.40908342,industrial_area,13
3005,4102.69788193,industrial_area,5
3006,4964.84872069,industrial_area,1
3007,,,0
3008,,,0
3009,,,0
3010,3633.96324048,power_plant,1
3011,2632.40591517,industrial_area,1
3012,,,0
3013,,,0
3014,,,0
3015,,,0
3016,,,0
3017,,,0
3018,,,0
3019,,,0
3020,,,0
3021,1927.7113095,industrial_works,7
3022,,,0
3023,,,0
3024,,,0
3025,,,0
3026,2216.14445764,industrial_area,1
3027,,,0
3028,,,0
3029,,,0
3030,,,0
3031,,,0
3032,4058.82592853,power_plant,1
3033,,,0
3034,768.19049001,industrial_area,1
3035,,,0
3036,,,0
3037,,,0
3038,,,0
3039,,,0
3040,,,0
3041,3917.8352639,industrial_area,2
3042,2312.53053693,industrial_area,3
3043,3888.30645391,industrial_area,2
3044,4304.32229869,industrial_area,2
3045,,,0
3046,,,0
3047,,,0
3048,,,0
3049,4936.07758095,industrial_area,1
3050,4562.99584921,industrial_area,1
3051,,,0
3052,,,0
3053,,,0
3054,,,0
3055,,,0
3056,4679.63065602,industrial_area,1
3057,3542.18396064,industrial_area,1
3058,4763.48558313,industrial_area,1
3059,,,0
3060,,,0
3061,2882.14005248,industrial_area,1
3062,,,0
3063,3729.8939797,industrial_area,1
3064,,,0
3065,,,0
3066,,,0
3067,,,0
3068,3468.22137611,pipeline,8
3069,,,0
3070,,,0
3071,,,0
3072,,,0
3073,,,0
3074,,,0
3075,,,0
3076,,,0
3077,,,0
3078,,,0
3079,,,0
3080,,,0
3081,,,0
3082,,,0
3083,310.51892346,power_plant,1
3084,126.43134594,power_plant,1
3085,,,0
3086,4476.78796216,industrial_works,1
3087,,,0
3088,,,0
3089,3672.9215914,power_plant,1
3090,1865.22318907,power_plant,1
3091,1914.33852421,power_plant,1
3092,1854.45566901,industrial_area,4
3093,2584.3256795,industrial_area,4
3094,3003.12790333,industrial_area,4
3095,,,0
3096,,,0
3097,,,0
3098,1228.53186931,industrial_area,4
3099,,,0
3100,3302.99158602,industrial_area,1
3101,,,0
3102,3844.39029064,industrial_area,1
3103,,,0
3104,,,0
3105,,,0
3106,,,0
3107,,,0
3108,,,0
3109,,,0
3110,4956.09199384,industrial_area,1
3111,,,0
3112,,,0
3113,,,0
3114,,,0
3115,,,0
3116,,,0
3117,,,0
3118,,,0
3119,,,0
3120,,,0
3121,,,0
3122,,,0
3123,,,0
3124,,,0
3125,,,0
3126,3102.53770781,power_plant,1
3127,,,0
3128,,,0
3129,2892.11593767,power_plant,1
3130,,,0
3131,,,0
3132,,,0
3133,,,0
3134,,,0
3135,,,0
3136,,,0
3137,,,0
3138,1970.48617296,industrial_area,3
3139,3732.32315893,power_plant,1
3140,2339.04592073,industrial_area,3
3141,,,0
3142,4777.88302747,industrial_area,1
3143,,,0
3144,4711.67707578,industrial_area,1
3145,,,0
3146,,,0
3147,,,0
3148,,,0
3149,,,0
3150,,,0
3151,2117.49051602,industrial_area,2
3152,,,0
3153,,,0
3154,,,0
3155,3388.61503551,industrial_area,2
3156,,,0
3157,,,0
3158,3748.90306161,industrial_area,2
3159,3663.04572777,industrial_area,2
3160,,,0
3161,,,0
3162,,,0
3163,,,0
3164,,,0
3165,,,0
3166,,,0
3167,,,0
3168,,,0
3169,,,0
3170,,,0
3171,,,0
3172,,,0
3173,,,0
3174,,,0
3175,,,0
3176,,,0
3177,,,0
3178,,,0
3179,,,0
3180,,,0
3181,,,0
3182,,,0
3183,,,0
3184,,,0
3185,,,0
3186,,,0
3187,,,0
3188,,,0
3189,,,0
3190,,,0
3191,,,0
3192,,,0
3193,,,0
3194,,,0
3195,,,0
3196,,,0
3197,,,0
3198,,,0
3199,,,0
3200,,,0
3201,,,0
3202,,,0
3203,,,0
3204,,,0
3205,,,0
3206,,,0
3207,,,0
3208,,,0
3209,,,0
3210,,,0
3211,,,0
3212,,,0
3213,,,0
3214,,,0
3215,,,0
3216,,,0
3217,4698.22253131,industrial_area,1
3218,,,0
3219,,,0
3220,,,0
3221,,,0
3222,,,0
3223,,,0
3224,,,0
3225,,,0
3226,,,0
3227,3065.17126837,pipeline,1
3228,,,0
3229,,,0
3230,,,0
3231,,,0
3232,,,0
3233,,,0
3234,4673.6508685,industrial_area,1
3235,,,0
3236,1281.5132085,industrial_area,6
3237,,,0
3238,4004.50409348,power_plant,1
3239,,,0
3240,,,0
3241,,,0
3242,,,0
3243,,,0
3244,4395.42539904,power_plant,1
3245,,,0
3246,,,0
3247,,,0
3248,,,0
3249,,,0
3250,,,0
3251,,,0
3252,,,0
3253,,,0
3254,,,0
3255,,,0
3256,,,0
3257,,,0
3258,,,0
3259,,,0
3260,,,0
3261,,,0
3262,,,0
3263,,,0
3264,,,0
3265,,,0
3266,,,0
3267,,,0
3268,,,0
3269,,,0
3270,,,0
3271,,,0
3272,,,0
3273,,,0
3274,,,0
3275,,,0
3276,,,0
3277,,,0
3278,,,0
3279,,,0
3280,4757.82218277,industrial_area,1
3281,3887.18010581,industrial_area,1
3282,4518.43321979,industrial_area,1
3283,3201.51265461,power_plant,1
3284,,,0
3285,,,0
3286,,,0
3287,,,0
3288,,,0
3289,,,0
3290,,,0
3291,,,0
3292,,,0
3293,,,0
3294,,,0
3295,4460.54536192,industrial_area,1
3296,,,0
3297,,,0
3298,,,0
3299,,,0
3300,,,0
3301,1940.24334068,industrial_area,9
3302,4555.78646289,industrial_works,2
3303,1749.40450795,industrial_area,34
3304,110.92902888,industrial_area,1
3305,3403.43682848,industrial_area,1
3306,,,0
3307,,,0
3308,,,0
3309,,,0
3310,,,0
3311,,,0
3312,3207.58057447,industrial_works,8
3313,349.32910103,industrial_area,55
3314,43.42752141,industrial_works,65
3315,282.05737811,industrial_area,68
3316,1186.42419733,industrial_area,2
3317,,,0
3318,,,0
3319,576.64565995,industrial_area,5
3320,606.90175559,industrial_area,5
3321,,,0
3322,,,0
3323,,,0
3324,3462.89013809,power_plant,2
3325,,,0
3326,,,0
3327,,,0
3328,,,0
3329,,,0
3330,3878.26370269,industrial_area,2
3331,3905.78513786,industrial_area,2
3332,3521.01561107,industrial_area,2
3333,,,0
3334,,,0
3335,,,0
3336,,,0
3337,,,0
3338,,,0
3339,,,0
3340,,,0
3341,,,0
3342,,,0
3343,,,0
3344,468.01079062,power_plant,4
3345,1117.14307745,industrial_works,5
3346,1394.0577608,power_plant,6
3347,1159.73283635,power_plant,6
3348,,,0
3349,324.03116525,industrial_area,2
3350,,,0
3351,,,0
3352,,,0
3353,,,0
3354,801.82985488,industrial_area,1
3355,,,0
3356,,,0
3357,,,0
3358,,,0
3359,,,0
3360,2557.97544991,industrial_works,6
3361,,,0
3362,4070.96124683,industrial_area,3
3363,2404.17054808,power_plant,2
3364,,,0
3365,2983.24538494,industrial_works,2
3366,,,0
3367,375.26323649,industrial_area,84
3368,,,0
3369,703.44178754,industrial_area,2
3370,1141.78516664,industrial_area,2
3371,1238.65104881,industrial_area,3
3372,2430.03330608,industrial_area,3
3373,3033.69153845,industrial_area,3
3374,2988.79230283,industrial_area,2
3375,3902.20173051,industrial_area,3
3376,3715.96473319,industrial_area,3
3377,4259.49111097,industrial_area,2
3378,,,0
3379,,,0
3380,,,0
3381,,,0
3382,,,0
3383,,,0
3384,,,0
3385,1592.41249104,power_plant,2
3386,,,0
3387,,,0
3388,,,0
3389,,,0
3390,,,0
3391,,,0
3392,,,0
3393,,,0
3394,,,0
3395,,,0
3396,,,0
3397,,,0
3398,,,0
3399,,,0
3400,,,0
3401,333.8288095,industrial_area,6
3402,382.0982322,industrial_area,4
3403,,,0
3404,,,0
3405,,,0
3406,,,0
3407,,,0
3408,,,0
3409,,,0
3410,,,0
3411,,,0
3412,,,0
3413,,,0
3414,,,0
3415,,,0
3416,,,0
3417,,,0
3418,,,0
3419,,,0
3420,,,0
3421,,,0
3422,,,0
3423,,,0
3424,,,0
3425,573.38482113,industrial_area,3
3426,124.4801296,industrial_area,5
3427,297.36481398,industrial_area,6
3428,1235.97125371,industrial_area,7
3429,370.57164367,power_plant,4
3430,1344.38677556,industrial_area,6
3431,415.81337926,industrial_area,4
3432,2560.81144232,industrial_area,8
3433,1363.51379824,industrial_works,7
3434,78.2654833,industrial_area,6
3435,1484.6752254,power_plant,6
3436,998.11521171,industrial_works,6
3437,771.01509667,industrial_area,3
3438,943.93426127,power_plant,6
3439,1171.54760266,power_plant,6
3440,825.99144354,industrial_works,6
3441,377.25033395,industrial_area,3
3442,494.3469692,power_plant,5
3443,182.48118373,industrial_works,5
3444,126.81375894,power_plant,5
3445,,,0
3446,1633.26331649,power_plant,3
3447,107.08667937,industrial_area,2
3448,452.22090199,industrial_area,2
3449,161.28241447,industrial_area,3
3450,2928.14682561,industrial_area,5
3451,572.16627058,industrial_area,5
3452,386.41441793,industrial_area,5
3453,,,0
3454,,,0
3455,1007.65986639,industrial_area,3
3456,678.97960665,industrial_area,3
3457,144.23309879,industrial_works,5
3458,675.21699522,industrial_works,6
3459,3380.83116891,power_plant,3
3460,,,0
3461,,,0
3462,1161.64796926,industrial_area,5
3463,1283.31738285,power_plant,5
3464,289.9686635,power_plant,5
3465,1408.39735371,industrial_area,3
3466,1300.51880116,industrial_area,3
3467,1171.10911304,industrial_area,3
3468,907.02473089,industrial_area,3
3469,1049.11750559,power_plant,4
3470,1198.68181678,industrial_area,4
3471,368.19766224,industrial_area,12
3472,747.10964977,industrial_area,12
3473,4181.34550228,industrial_area,1
3474,4061.10126672,industrial_area,1
3475,1153.71697113,industrial_area,9
3476,2381.83943484,industrial_area,3
3477,2742.35887417,industrial_area,3
3478,3338.80919364,industrial_area,3
3479,3213.43366692,industrial_area,3
3480,687.86343528,industrial_area,9
3481,3121.87068704,industrial_area,3
3482,538.85585829,industrial_area,9
3483,2369.48569778,industrial_area,3
3484,3079.53429424,industrial_area,2
3485,3146.13337671,industrial_area,2
3486,3788.31200463,industrial_area,3
3487,3883.49306111,industrial_area,3
3488,447.23232046,industrial_area,9
3489,85.34141331,industrial_area,9
3490,299.84037788,power_plant,6
3491,4204.19208957,industrial_area,2
3492,4342.4311863,industrial_area,2
3493,4274.17097873,industrial_area,2
3494,4416.86984237,industrial_area,1
3495,4626.17249378,industrial_area,1
3496,,,0
3497,753.99809059,industrial_area,6
3498,4332.68692413,industrial_area,3
3499,234.68372091,industrial_area,2
3500,,,0
3501,,,0
3502,,,0
3503,,,0
3504,,,0
3505,,,0
3506,,,0
3507,,,0
3508,,,0
3509,,,0
3510,,,0
3511,,,0
3512,,,0
3513,,,0
3514,,,0
3515,,,0
3516,,,0
3517,,,0
3518,,,0
3519,,,0
3520,,,0
3521,,,0
3522,,,0
3523,,,0
3524,,,0
3525,,,0
3526,,,0
3527,,,0
3528,,,0
3529,,,0
3530,,,0
3531,,,0
3532,,,0
3533,,,0
3534,,,0
3535,,,0
3536,,,0
3537,,,0
3538,,,0
3539,,,0
3540,,,0
3541,,,0
3542,,,0
3543,,,0
3544,,,0
3545,,,0
3546,,,0
3547,,,0
3548,,,0
3549,,,0
3550,,,0
3551,,,0
3552,,,0
3553,,,0
3554,,,0
3555,,,0
3556,,,0
3557,,,0
3558,,,0
3559,,,0
3560,,,0
3561,,,0
3562,206.85142635,industrial_area,1
3563,588.51034453,industrial_area,1
3564,,,0
3565,,,0
3566,,,0
3567,4610.78876992,industrial_area,1
3568,468.80050107,industrial_area,99
3569,568.89306652,industrial_area,101
3570,705.74897779,industrial_area,101
3571,,,0
3572,1378.7190251,industrial_area,1
3573,183.58598412,industrial_area,1
3574,2011.97170458,industrial_area,9
3575,2343.95439477,industrial_area,9
3576,339.68459677,industrial_works,5
3577,86.48782386,industrial_area,59
3578,,,0
3579,,,0
3580,874.96948716,industrial_area,2
3581,1374.46897406,industrial_area,2
3582,263.15797909,industrial_area,5
3583,,,0
3584,,,0
3585,,,0
3586,,,0
3587,,,0
3588,,,0
3589,,,0
3590,,,0
3591,,,0
3592,,,0
3593,,,0
3594,,,0
3595,2971.98025203,industrial_area,2
3596,,,0
3597,,,0
3598,,,0
3599,,,0
3600,,,0
3601,,,0
3602,,,0
3603,,,0
3604,,,0
3605,1018.83323526,pipeline,2
3606,,,0
3607,1699.97655669,pipeline,2
3608,1655.38705428,pipeline,2
3609,,,0
3610,,,0
3611,,,0
3612,,,0
3613,,,0
3614,,,0
3615,,,0
3616,2632.07289986,pipeline,4
3617,2050.10115818,power_plant,1
3618,,,0
3619,,,0
3620,,,0
3621,,,0
3622,,,0
3623,,,0
3624,,,0
3625,,,0
3626,,,0
3627,,,0
3628,3750.07895536,industrial_area,16
3629,,,0
3630,2114.61256917,industrial_area,13
3631,,,0
3632,,,0
3633,,,0
3634,,,0
3635,,,0
3636,,,0
3637,,,0
3638,,,0
3639,,,0
3640,,,0
3641,,,0
3642,,,0
3643,,,0
3644,,,0
3645,,,0
3646,,,0
3647,,,0
3648,,,0
3649,,,0
3650,,,0
3651,,,0
3652,,,0
3653,4256.2857701,industrial_area,1
3654,1418.79584959,industrial_works,1
3655,,,0
3656,,,0
3657,,,0
3658,4690.67440417,power_plant,1
3659,4423.54602257,power_plant,1
3660,,,0
3661,,,0
3662,,,0
3663,,,0
3664,,,0
3665,,,0
3666,,,0
3667,,,0
3668,,,0
3669,,,0
3670,4196.22147174,industrial_area,1
3671,,,0
3672,2024.91100198,industrial_area,3
3673,,,0
3674,,,0
3675,,,0
3676,,,0
3677,,,0
3678,,,0
3679,,,0
3680,,,0
3681,,,0
3682,,,0
3683,,,0
3684,,,0
3685,,,0
3686,,,0
3687,,,0
3688,,,0
3689,,,0
3690,3547.58767136,industrial_area,1
3691,1879.22612521,industrial_area,1
3692,3367.52208843,industrial_area,1
3693,3437.45551469,industrial_area,1
3694,3667.69063009,industrial_area,2
3695,3626.09166807,industrial_area,2
3696,,,0
3697,,,0
3698,,,0
3699,,,0
3700,,,0
3701,,,0
3702,3539.2951569,industrial_area,3
3703,4820.02281879,power_plant,1
3704,,,0
3705,,,0
3706,,,0
3707,,,0
3708,,,0
3709,,,0
3710,,,0
3711,,,0
3712,,,0
3713,,,0
3714,,,0
3715,,,0
3716,,,0
3717,4400.63092065,industrial_area,1
3718,53.30823215,industrial_works,2
3719,,,0
3720,,,0
3721,,,0
3722,,,0
3723,,,0
3724,,,0
3725,,,0
3726,1198.48000691,power_plant,6
3727,107.57245927,industrial_works,5
3728,3729.21159776,industrial_area,6
3729,,,0
3730,253.91632154,industrial_works,5
3731,,,0
3732,,,0
3733,245.9261217,industrial_area,2
3734,249.9017475,power_plant,5
3735,708.19497639,industrial_area,10
3736,,,0
3737,,,0
3738,,,0
3739,,,0
3740,,,0
3741,3226.73856518,power_plant,1
3742,,,0
3743,,,0
3744,,,0
3745,,,0
3746,,,0
3747,,,0
3748,,,0
3749,,,0
3750,,,0
3751,476.01573661,industrial_area,6
3752,513.35085884,industrial_area,6
3753,3317.14447298,industrial_area,3
3754,2762.19679127,industrial_area,3
3755,3826.00893405,industrial_area,2
3756,,,0
3757,3035.29919632,industrial_area,5
3758,,,0
3759,,,0
3760,,,0
3761,,,0
3762,494.02676901,power_plant,6
3763,313.51391376,industrial_works,6
3764,447.77690676,industrial_works,6
3765,3431.65190264,industrial_area,3
3766,3088.05186561,power_plant,3
3767,3478.63062989,power_plant,3
3768,,,0
3769,,,0
3770,4640.564368,industrial_area,2
3771,250.24293619,industrial_works,2
3772,843.55609404,industrial_area,2
3773,1227.91334963,industrial_area,2
3774,1282.19951002,industrial_area,2
3775,351.83862008,industrial_works,5
3776,364.69014238,power_plant,5
3777,,,0
3778,458.63013972,industrial_area,4
3779,213.49359896,power_plant,5
3780,502.31012131,industrial_area,4
3781,,,0
3782,2079.57083283,industrial_area,5
3783,1297.50710308,power_plant,5
3784,1404.01367167,industrial_area,3
3785,1232.60671036,industrial_area,3
3786,1048.89791536,industrial_area,3
3787,1270.63517648,industrial_area,4
3788,872.06053276,industrial_area,4
3789,999.69704255,industrial_area,10
3790,962.37528839,industrial_area,9
3791,581.48843416,industrial_area,9
3792,302.62531818,industrial_area,9
3793,590.99861461,industrial_works,7
3794,277.0854538,industrial_works,9
3795,629.6156999,industrial_works,9
3796,184.00307382,industrial_area,8
3797,541.48280126,industrial_area,9
3798,766.52519562,industrial_works,3
3799,911.64595946,industrial_area,11
3800,227.35471411,industrial_works,1
3801,2381.75025433,industrial_area,3
3802,3909.77874266,industrial_area,2
3803,4201.93691884,industrial_area,3
3804,4543.98191017,industrial_area,3
3805,1163.33800812,industrial_area,14
3806,544.53840548,industrial_area,12
3807,58.52740541,industrial_area,11
3808,440.32168696,industrial_area,11
3809,336.84875329,industrial_area,11
3810,222.46612227,industrial_area,6
3811,409.90872517,industrial_area,3
3812,213.60979159,industrial_area,3
3813,86.44387286,industrial_area,2
3814,,,0
3815,,,0
3816,,,0
3817,228.11515605,industrial_area,1
3818,,,0
3819,,,0
3820,,,0
3821,,,0
3822,,,0
3823,,,0
3824,,,0
3825,,,0
3826,,,0
3827,,,0
3828,,,0
3829,,,0
3830,,,0
3831,,,0
3832,,,0
3833,,,0
3834,,,0
3835,,,0
3836,,,0
3837,,,0
3838,,,0
3839,,,0
3840,,,0
3841,,,0
3842,,,0
3843,,,0
3844,,,0
3845,,,0
3846,,,0
3847,,,0
3848,,,0
3849,,,0
3850,,,0
3851,,,0
3852,,,0
3853,,,0
3854,,,0
3855,,,0
3856,,,0
3857,,,0
3858,,,0
3859,,,0
3860,,,0
3861,,,0
3862,,,0
3863,,,0
3864,89.3774338,industrial_area,4
3865,787.76472142,industrial_area,52
3866,62.01079586,industrial_area,52
3867,,,0
3868,,,0
3869,619.14131253,industrial_area,2
3870,25.44749774,industrial_area,2
3871,253.59395303,industrial_area,3
3872,157.52828283,industrial_area,5
3873,528.44946424,power_plant,4
3874,2391.74873988,industrial_area,8
3875,1180.02691189,industrial_works,6
3876,1368.53538464,industrial_works,6
3877,1556.46495356,power_plant,6
3878,773.91998943,industrial_area,3
3879,1214.00455778,power_plant,6
3880,1013.73713984,industrial_works,6
3881,1491.38514561,power_plant,6
3882,626.3462968,industrial_works,6
3883,518.7554767,industrial_works,6
3884,321.29353615,power_plant,5
3885,673.87623606,industrial_works,6
3886,672.32695685,power_plant,5
3887,101.97801249,industrial_area,2
3888,437.86378239,industrial_area,2
3889,570.73723439,industrial_area,5
3890,620.42592407,industrial_area,5
3891,,,0
3892,,,0
3893,,,0
3894,1787.56036747,power_plant,2
3895,,,0
3896,,,0
3897,,,0
3898,,,0
3899,2446.34584934,pipeline,13
3900,2407.13896859,pipeline,13
3901,1167.49019489,power_plant,17
3902,,,0
3903,1100.55327567,industrial_area,2
3904,1449.2240077,industrial_area,2
3905,4909.90987254,industrial_area,1
3906,,,0
3907,,,0
3908,,,0
3909,,,0
3910,,,0
3911,272.9460332,industrial_area,1
3912,,,0
3913,,,0
3914,,,0
3915,,,0
3916,,,0
3917,,,0
3918,,,0
3919,,,0
3920,,,0
3921,,,0
3922,,,0
3923,,,0
3924,,,0
3925,,,0
3926,,,0
3927,,,0
3928,2478.28417026,pipeline,4
3929,,,0
3930,,,0
3931,,,0
3932,669.6218678,industrial_area,9
3933,1083.25812921,industrial_area,9
3934,1104.26305147,industrial_area,11
3935,3134.99192852,industrial_area,10
3936,,,0
3937,,,0
3938,,,0
3939,,,0
3940,,,0
3941,4653.02076114,industrial_area,1
3942,,,0
3943,,,0
3944,,,0
3945,4304.93078394,industrial_area,1
3946,,,0
3947,,,0
3948,,,0
3949,,,0
3950,,,0
3951,,,0
3952,3452.44056335,industrial_works,1
3953,,,0
3954,,,0
3955,,,0
3956,,,0
3957,,,0
3958,2428.93513282,power_plant,1
3959,,,0
3960,,,0
3961,,,0
3962,,,0
3963,,,0
3964,,,0
3965,,,0
3966,,,0
3967,,,0
3968,,,0
3969,,,0
3970,2536.55426849,industrial_area,2
3971,,,0
3972,,,0
3973,,,0
3974,,,0
3975,,,0
3976,,,0
3977,,,0
3978,,,0
3979,,,0
3980,,,0
3981,,,0
3982,4559.39678571,power_plant,2
3983,,,0
3984,3289.09876838,industrial_area,1
3985,3485.36161405,industrial_area,3
3986,,,0
3987,,,0
3988,1886.58829376,industrial_area,3
3989,2987.65399818,industrial_area,1
3990,3042.85939489,industrial_area,1
3991,,,0
3992,1350.27438239,industrial_area,5
3993,,,0
3994,,,0
3995,,,0
3996,,,0
3997,,,0
3998,,,0
3999,,,0
4000,,,0
4001,,,0
4002,,,0
4003,,,0
4004,,,0
4005,3210.21967675,industrial_area,2
4006,893.73705231,power_plant,7
4007,3881.82501566,pipeline,2
4008,1223.66590259,industrial_area,2
4009,,,0
4010,1847.72499844,industrial_area,5
4011,1371.91325163,industrial_area,5
4012,225.60676048,power_plant,5
4013,1342.0993155,industrial_area,3
4014,1308.14773864,industrial_area,3
4015,1389.51634293,industrial_area,3
4016,1031.24853634,industrial_area,3
4017,1150.38612351,industrial_area,4
4018,780.77974616,industrial_area,4
4019,2541.87482967,industrial_area,3
4020,819.87823403,industrial_area,9
4021,508.59630312,industrial_area,9
4022,1167.63052991,power_plant,11
4023,479.35749222,power_plant,6
4024,3986.89520751,industrial_area,3
4025,3703.87850978,industrial_area,2
4026,564.65768573,power_plant,7
4027,4434.72218863,industrial_area,2
4028,4509.97095045,pipeline,21
4029,4541.3994116,pipeline,21
4030,,,0
4031,,,0
4032,,,0
4033,,,0
4034,,,0
4035,,,0
4036,,,0
4037,,,0
4038,,,0
4039,,,0
4040,,,0
4041,,,0
4042,,,0
4043,,,0
4044,,,0
4045,,,0
4046,,,0
4047,,,0
4048,,,0
4049,,,0
4050,,,0
4051,,,0
4052,,,0
4053,,,0
4054,,,0
4055,,,0
4056,,,0
4057,,,0
4058,,,0
4059,,,0
4060,,,0
4061,,,0
4062,,,0
4063,,,0
4064,,,0
4065,,,0
4066,,,0
4067,,,0
4068,,,0
4069,,,0
4070,,,0
4071,,,0
4072,,,0
4073,,,0
4074,,,0
4075,,,0
4076,,,0
4077,,,0
4078,,,0
4079,,,0
4080,,,0
4081,,,0
4082,,,0
4083,,,0
4084,,,0
4085,,,0
4086,,,0
4087,,,0
4088,,,0
4089,,,0
4090,,,0
4091,,,0
4092,,,0
4093,,,0
4094,,,0
4095,,,0
4096,,,0
4097,,,0
4098,4138.67426503,power_plant,1
4099,,,0
4100,,,0
4101,,,0
4102,,,0
4103,,,0
4104,,,0
4105,,,0
4106,,,0
4107,,,0
4108,,,0
4109,,,0
4110,,,0
4111,,,0
4112,,,0
4113,,,0
4114,,,0
4115,,,0
4116,,,0
4117,408.89937657,industrial_area,4
4118,14.62090029,industrial_area,4
4119,,,0
4120,1734.5403042,industrial_area,5
4121,1985.41834882,industrial_area,4
4122,245.29482656,industrial_area,6
4123,2875.53040951,industrial_area,5
4124,822.05021942,industrial_area,8
4125,82.72070079,industrial_area,12
4126,2199.66131457,industrial_area,24
4127,,,0
4128,,,0
4129,,,0
4130,688.59367786,industrial_area,3
4131,296.25042743,industrial_works,6
4132,582.47896803,industrial_works,6
4133,254.86684442,industrial_area,59
4134,3138.00829435,industrial_area,3
4135,3520.70911282,industrial_area,3
4136,186.04329968,industrial_area,2
4137,,,0
4138,,,0
4139,814.37837622,industrial_area,2
4140,848.16378885,industrial_area,2
4141,1197.71297686,industrial_area,2
4142,1239.8151922,industrial_area,2
4143,1288.03066013,industrial_area,2
4144,,,0
4145,152.46452103,power_plant,5
4146,,,0
4147,486.96723864,industrial_area,4
4148,,,0
4149,,,0
4150,,,0
4151,2135.92147958,industrial_area,5
4152,2027.1838149,industrial_area,5
4153,1617.47900065,industrial_area,5
4154,1246.99529576,industrial_area,5
4155,1303.64521833,industrial_area,5
4156,1401.83604223,power_plant,5
4157,875.58902709,industrial_area,5
4158,517.10557501,industrial_area,5
4159,453.94383271,industrial_area,5
4160,410.45405978,power_plant,5
4161,1403.58969701,industrial_area,3
4162,1486.01815299,industrial_area,3
4163,1225.34481307,industrial_area,3
4164,1047.18082822,industrial_area,3
4165,1268.220509,industrial_area,3
4166,949.62501676,industrial_area,3
4167,1132.87949167,industrial_area,3
4168,970.90927461,industrial_area,4
4169,1198.76329411,industrial_area,4
4170,956.44874244,power_plant,4
4171,1013.12318171,industrial_area,4
4172,4223.26581479,industrial_area,1
4173,2549.15400865,industrial_area,3
4174,3379.20302479,industrial_area,3
4175,3167.32609732,industrial_area,3
4176,2140.59448937,industrial_area,3
4177,2990.16884171,industrial_area,3
4178,2527.57643591,industrial_area,3
4179,2915.59294312,industrial_area,3
4180,2768.56157552,industrial_area,2
4181,3302.59318429,industrial_area,3
4182,3493.01501969,industrial_area,3
4183,3333.2320369,industrial_area,3
4184,3711.85976,industrial_area,3
4185,3123.07205329,industrial_area,2
4186,3826.15616804,industrial_area,3
4187,3771.94395928,industrial_area,2
4188,4236.58758743,industrial_area,2
4189,4388.35124299,industrial_area,2
4190,4470.13583439,industrial_area,1
4191,4679.22967291,industrial_area,1
4192,2794.14520033,power_plant,2
4193,3045.64084138,power_plant,2
4194,3620.86991355,power_plant,2
4195,2786.23416184,power_plant,2
4196,3405.48490747,power_plant,2
4197,3736.81983813,power_plant,2
4198,255.92373629,industrial_works,8
4199,543.7174699,industrial_works,8
4200,163.22044715,industrial_works,8
4201,1223.5746223,industrial_area,11
4202,798.91651792,power_plant,8
4203,1231.35699263,power_plant,9
4204,1099.77612949,power_plant,9
4205,164.83240842,industrial_area,7
4206,1488.71406298,industrial_area,8
4207,4682.77755412,industrial_area,3
4208,4174.2754825,industrial_area,3
4209,4482.35960709,industrial_area,3
4210,1019.66230914,industrial_area,14
4211,695.12442641,industrial_area,9
4212,277.92300214,industrial_area,11
4213,155.18025132,industrial_area,6
4214,,,0
4215,,,0
4216,,,0
4217,,,0
4218,,,0
4219,,,0
4220,,,0
4221,,,0
4222,,,0
4223,,,0
4224,,,0
4225,,,0
4226,,,0
4227,,,0
4228,,,0
4229,,,0
4230,,,0
4231,,,0
4232,,,0
4233,,,0
4234,,,0
4235,,,0
4236,,,0
4237,,,0
4238,,,0
4239,,,0
4240,,,0
4241,,,0
4242,,,0
4243,,,0
4244,,,0
4245,,,0
4246,,,0
4247,,,0
4248,,,0
4249,,,0
4250,,,0
4251,1664.24908423,industrial_area,2
4252,4473.63092787,industrial_area,1
4253,,,0
4254,,,0
4255,,,0
4256,399.47123639,industrial_area,2
4257,3771.84956843,power_plant,2
4258,3770.35643048,power_plant,2
4259,3971.80789121,industrial_area,2
4260,3787.57861022,industrial_area,2
4261,1060.27240535,industrial_area,140
4262,,,0
4263,2534.53070606,industrial_area,9
4264,,,0
4265,,,0
4266,,,0
4267,,,0
4268,,,0
4269,,,0
4270,,,0
4271,,,0
4272,,,0
4273,,,0
4274,,,0
4275,,,0
4276,,,0
4277,,,0
4278,,,0
4279,,,0
4280,171.85403596,industrial_works,3
4281,680.44720169,power_plant,2
4282,,,0
4283,,,0
4284,,,0
4285,,,0
4286,,,0
4287,,,0
4288,,,0
4289,,,0
4290,,,0
4291,,,0
4292,,,0
4293,4498.964181,industrial_area,1
4294,1687.62675749,industrial_works,4
4295,3601.81538332,industrial_works,3
4296,338.68801388,industrial_area,1
4297,482.63637382,industrial_area,1
4298,,,0
4299,,,0
4300,536.62343703,industrial_area,63
4301,,,0
4302,4252.61910916,industrial_area,5
