event_id,latitude,longitude,event_date,event_time,confidence,bright_ti4,bright_ti5,frp,daynight,cluster_id,nearest_facility_distance_m,nearest_facility_type,facilities_within_radius,total_detections,active_days,cluster_mean_frp,cluster_max_frp,persistence_score,ndvi_mean,ndbi_mean,ndwi_mean,swir1_mean,swir2_mean,valid_pixel_fraction
1111,24.67546,68.22954,2026-09-08,09:05:00,n,337.51,302.66,3.29,D,422.0,,,0,2.0,1.0,3.29,3.29,1.0,0.2467977912182266,-0.0072622013249316,-0.2965931961662387,0.2377006592555517,0.1907740966776145,1.0
75,24.88822,68.00552,2026-09-08,09:05:00,n,343.55,308.6,4.46,D,423.0,,,0,2.0,1.0,4.46,4.46,1.0,0.1428029074183807,0.1279678797792192,-0.263367081097201,0.470802172923868,0.3875406979132094,1.0
1112,24.88822,68.00552,2026-09-08,09:05:00,n,343.55,308.6,4.46,D,423.0,,,0,2.0,1.0,4.46,4.46,1.0,0.1428029074183807,0.1279678797792192,-0.263367081097201,0.470802172923868,0.3875406979132094,1.0
43,8.60429,77.96714,2026-09-08,08:58:00,n,337.01,299.88,2.57,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.4362363885033942,-0.0419826672994052,-0.4698409108909661,0.2486042763110167,0.177482477178241,0.936279296875
307,8.60634,77.96951,2026-09-09,08:39:00,n,345.48,306.15,4.79,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.4350748833094446,-0.041463442332559,-0.4697549051212403,0.2520656522363424,0.1782773914515895,0.95458984375
1080,8.60429,77.96714,2026-09-08,08:58:00,n,337.01,299.88,2.57,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.4362363885033942,-0.0419826672994052,-0.4698409108909661,0.2486042763110167,0.177482477178241,0.936279296875
1344,8.60634,77.96951,2026-09-09,08:39:00,n,345.48,306.15,4.79,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.4350748833094446,-0.041463442332559,-0.4697549051212403,0.2520656522363424,0.1782773914515895,0.95458984375
4308,8.60485,77.9724,2026-08-29,08:45:00,n,339.73,288.68,3.44,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.416455858804753,-0.0603441548987234,-0.4423159814589446,0.2422046873725776,0.1716988525768101,1.0
4309,8.60874,77.96722,2026-08-29,08:45:00,n,336.02,287.79,2.7,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.3967532022977806,-0.0387751372166976,-0.436225506997924,0.2626129882009991,0.186498169025981,1.0
6126,8.60867,77.97512,2026-08-19,08:35:00,n,338.07,301.3,4.86,D,424.0,,,0,7.0,4.0,3.674285714285714,4.86,0.1905,0.4124597691169801,-0.0610676282022782,-0.4384678805284319,0.2465833007627225,0.1731491699047183,1.0
78,25.57998,68.63033,2026-09-08,09:05:00,l,331.53,305.96,3.84,D,425.0,,,0,2.0,1.0,3.84,3.84,1.0,0.4336239126959784,-0.1398870408606683,-0.4418428043711357,0.2289132569412686,0.1598403075258829,1.0
1115,25.57998,68.63033,2026-09-08,09:05:00,l,331.53,305.96,3.84,D,425.0,,,0,2.0,1.0,3.84,3.84,1.0,0.4336239126959784,-0.1398870408606683,-0.4418428043711357,0.2289132569412686,0.1598403075258829,1.0
45,8.95051,80.46358,2026-09-08,08:58:00,n,330.71,289.22,3.53,D,426.0,,,0,6.0,2.0,2.4133333333333336,3.53,1.0,0.7654919365227034,-0.2733620587423283,-0.6647518255498537,0.1631175863310164,0.0743612945608145,0.94677734375
648,8.94576,80.46112,2026-09-10,08:20:00,n,339.77,300.33,1.42,D,426.0,,,0,6.0,2.0,2.4133333333333336,3.53,1.0,0.7274435221290116,-0.2437066068815135,-0.6466717449924072,0.1725661983437721,0.0843639085183199,0.938232421875
649,8.94933,80.4606,2026-09-10,08:20:00,n,341.54,298.37,2.29,D,426.0,,,0,6.0,2.0,2.4133333333333336,3.53,1.0,0.7632625805489343,-0.2694008925478999,-0.6644482397063574,0.1638721996588841,0.0749425748764365,0.96337890625
1082,8.95051,80.46358,2026-09-08,08:58:00,n,330.71,289.22,3.53,D,426.0,,,0,6.0,2.0,2.4133333333333336,3.53,1.0,0.7654919365227034,-0.2733620587423283,-0.6647518255498537,0.1631175863310164,0.0743612945608145,0.94677734375
1685,8.94576,80.46112,2026-09-10,08:20:00,n,339.77,300.33,1.42,D,426.0,,,0,6.0,2.0,2.4133333333333336,3.53,1.0,0.7274435221290116,-0.2437066068815135,-0.6466717449924072,0.1725661983437721,0.0843639085183199,0.938232421875
1686,8.94933,80.4606,2026-09-10,08:20:00,n,341.54,298.37,2.29,D,426.0,,,0,6.0,2.0,2.4133333333333336,3.53,1.0,0.7632625805489343,-0.2694008925478999,-0.6644482397063574,0.1638721996588841,0.0749425748764365,0.96337890625
81,26.15266,68.60349,2026-09-08,09:05:00,l,340.16,311.45,6.53,D,427.0,,,0,2.0,1.0,6.53,6.53,1.0,0.2336212293322236,0.0088646934234117,-0.3068528476204634,0.2926455565402648,0.2380104491212478,1.0
1118,26.15266,68.60349,2026-09-08,09:05:00,l,340.16,311.45,6.53,D,427.0,,,0,2.0,1.0,6.53,6.53,1.0,0.2336212293322236,0.0088646934234117,-0.3068528476204634,0.2926455565402648,0.2380104491212478,1.0
82,26.61547,68.16102,2026-09-08,09:05:00,n,343.67,306.76,10.62,D,428.0,,,0,2.0,1.0,10.62,10.62,1.0,0.4505047156765837,-0.1662232457996542,-0.4621010476676727,0.2304275145543215,0.1549220212705222,1.0
1119,26.61547,68.16102,2026-09-08,09:05:00,n,343.67,306.76,10.62,D,428.0,,,0,2.0,1.0,10.62,10.62,1.0,0.4505047156765837,-0.1662232457996542,-0.4621010476676727,0.2304275145543215,0.1549220212705222,1.0
83,27.97179,68.9266,2026-09-08,09:05:00,n,342.52,307.6,3.99,D,429.0,,,0,2.0,1.0,3.99,3.99,1.0,0.1608897674156007,0.0426518857422931,-0.2511854650027059,0.3288731445536541,0.2624701904160247,1.0
1120,27.97179,68.9266,2026-09-08,09:05:00,n,342.52,307.6,3.99,D,429.0,,,0,2.0,1.0,3.99,3.99,1.0,0.1608897674156007,0.0426518857422931,-0.2511854650027059,0.3288731445536541,0.2624701904160247,1.0
84,28.04094,69.6731,2026-09-08,09:05:00,l,333.71,305.84,4.14,D,430.0,340.68501164,industrial_works,3,3.0,2.0,3.4133333333333327,4.14,2.0,0.2094228899890011,0.0096968899024339,-0.2481345766980641,0.274097216741211,0.2343531005967634,1.0
1121,28.04094,69.6731,2026-09-08,09:05:00,l,333.71,305.84,4.14,D,430.0,340.68501164,industrial_works,3,3.0,2.0,3.4133333333333327,4.14,2.0,0.2094228899890011,0.0096968899024339,-0.2481345766980641,0.274097216741211,0.2343531005967634,1.0
4280,28.03946,69.6724,2026-09-07,21:48:00,n,310.72,296.59,1.96,N,430.0,171.85403596,industrial_works,3,3.0,2.0,3.4133333333333327,4.14,2.0,0.2303519664821079,-0.0048572137993444,-0.2648981133241807,0.2678575930212901,0.2264713135068632,1.0
85,29.82304,72.84699,2026-09-08,09:05:00,n,337.52,299.51,2.06,D,431.0,,,0,3.0,2.0,2.06,2.06,0.1111,0.4353133125328258,-0.086355481245132,-0.4525345022218284,0.2667026855742733,0.2115436279418645,1.0
1122,29.82304,72.84699,2026-09-08,09:05:00,n,337.52,299.51,2.06,D,431.0,,,0,3.0,2.0,2.06,2.06,0.1111,0.4353133125328258,-0.086355481245132,-0.4525345022218284,0.2667026855742733,0.2115436279418645,1.0
6628,29.82557,72.8396,2026-08-21,08:03:00,n,334.4,297.57,2.06,D,431.0,,,0,3.0,2.0,2.06,2.06,0.1111,0.487493513419226,-0.1255129998898319,-0.4889552437317827,0.2537187499092397,0.1963074706836778,1.0
86,30.33233,71.97624,2026-09-08,09:05:00,n,338.09,300.17,5.02,D,432.0,,,0,2.0,1.0,5.02,5.02,1.0,0.3695593774403207,-0.0256241802215139,-0.3985553099613618,0.2838418945211742,0.2224385255540255,1.0
1123,30.33233,71.97624,2026-09-08,09:05:00,n,338.09,300.17,5.02,D,432.0,,,0,2.0,1.0,5.02,5.02,1.0,0.3695593774403207,-0.0256241802215139,-0.3985553099613618,0.2838418945211742,0.2224385255540255,1.0
46,9.09733,77.4617,2026-09-08,08:58:00,n,330.93,298.6,1.47,D,433.0,,,0,4.0,1.0,1.4649999999999999,1.47,1.0,0.2733912840131346,0.0366790038604162,-0.3656995723774849,0.2924695555757353,0.2183296631283156,1.0
47,9.09777,77.45968,2026-09-08,08:58:00,n,335.17,298.97,1.46,D,433.0,,,0,4.0,1.0,1.4649999999999999,1.47,1.0,0.277472744441161,0.0314436730414822,-0.3694544830792994,0.2943512205711158,0.2196697508297802,1.0
1083,9.09733,77.4617,2026-09-08,08:58:00,n,330.93,298.6,1.47,D,433.0,,,0,4.0,1.0,1.4649999999999999,1.47,1.0,0.2733912840131346,0.0366790038604162,-0.3656995723774849,0.2924695555757353,0.2183296631283156,1.0
1084,9.09777,77.45968,2026-09-08,08:58:00,n,335.17,298.97,1.46,D,433.0,,,0,4.0,1.0,1.4649999999999999,1.47,1.0,0.277472744441161,0.0314436730414822,-0.3694544830792994,0.2943512205711158,0.2196697508297802,1.0
89,31.45633,72.13813,2026-09-08,09:05:00,n,337.01,297.88,2.5,D,434.0,,,0,2.0,1.0,2.5,2.5,1.0,0.5220125131993265,-0.1641690582779381,-0.5088380438028098,0.2265184814423264,0.1569580078157741,1.0
1126,31.45633,72.13813,2026-09-08,09:05:00,n,337.01,297.88,2.5,D,434.0,,,0,2.0,1.0,2.5,2.5,1.0,0.5220125131993265,-0.1641690582779381,-0.5088380438028098,0.2265184814423264,0.1569580078157741,1.0
90,35.48441,74.07708,2026-09-08,09:05:00,l,331.6,306.33,5.29,D,435.0,,,0,2.0,1.0,5.29,5.29,1.0,0.1914623095391537,0.1953560043100854,-0.2557331143177891,0.2194630858084565,0.1812045897586358,1.0
1127,35.48441,74.07708,2026-09-08,09:05:00,l,331.6,306.33,5.29,D,435.0,,,0,2.0,1.0,5.29,5.29,1.0,0.1914623095391537,0.1953560043100854,-0.2557331143177891,0.2194630858084565,0.1812045897586358,1.0
91,33.37469,70.30645,2026-09-08,09:07:00,n,342.48,300.81,3.7,D,436.0,,,0,2.0,1.0,3.7,3.7,1.0,0.2258016011560895,0.0870556675933069,-0.2797967901312193,0.3064711927035392,0.241422516472687,0.07373046875
1128,33.37469,70.30645,2026-09-08,09:07:00,n,342.48,300.81,3.7,D,436.0,,,0,2.0,1.0,3.7,3.7,1.0,0.2258016011560895,0.0870556675933069,-0.2797967901312193,0.3064711927035392,0.241422516472687,0.07373046875
93,19.96099,79.33219,2026-09-08,19:49:00,n,300.58,269.83,0.78,N,437.0,629.64447424,industrial_area,4,5.0,4.0,0.9559999999999998,1.46,0.1026,0.5945803769037743,-0.1346409876245373,-0.508354656799452,0.2520862324700899,0.1485773791848172,0.6259765625
1130,19.96099,79.33219,2026-09-08,19:49:00,n,300.58,269.83,0.78,N,437.0,629.64447424,industrial_area,4,5.0,4.0,0.9559999999999998,1.46,0.1026,0.5945803769037743,-0.1346409876245373,-0.508354656799452,0.2520862324700899,0.1485773791848172,0.6259765625
3778,19.9623,79.33501,2026-09-06,20:27:00,n,317.82,292.43,1.46,N,437.0,458.63013972,industrial_area,4,5.0,4.0,0.9559999999999998,1.46,0.1026,0.6394443072706593,-0.1588932822276275,-0.5392254324698428,0.2531298387037944,0.141091129213478,0.544921875
8156,19.96435,79.33541,2026-08-10,20:34:00,n,308.94,289.41,1.08,N,437.0,258.53755854,industrial_area,4,5.0,4.0,0.9559999999999998,1.46,0.1026,0.6416779104136232,-0.1588200401553114,-0.5392113479069515,0.2531683480408286,0.1402883685385205,0.474365234375
9333,19.96348,79.3352,2026-07-31,20:21:00,n,297.47,267.95,0.68,N,437.0,337.33816527,industrial_area,4,5.0,4.0,0.9559999999999998,1.46,0.1026,0.4247964101286233,-0.2204377122037965,-0.3221322745954126,0.2260550561413336,0.1408456181207399,0.108642578125
49,9.34336,77.66833,2026-09-08,08:58:00,n,336.37,301.54,1.47,D,438.0,3591.55449316,industrial_area,1,6.0,1.0,1.6899999999999997,2.13,1.0,0.1706386142939503,0.1110492091533344,-0.2858864373780144,0.2594419922584166,0.2166715576136084,1.0
51,9.3474,77.66602,2026-09-08,08:58:00,n,348.28,300.93,2.13,D,438.0,3270.48097146,industrial_area,1,6.0,1.0,1.6899999999999997,2.13,1.0,0.1721798719874154,0.1152295078493298,-0.2911976151712039,0.2806510010632337,0.2300120360487199,1.0
52,9.34892,77.66765,2026-09-08,08:58:00,n,330.81,300.21,1.47,D,438.0,3043.51476658,industrial_area,1,6.0,1.0,1.6899999999999997,2.13,1.0,0.1726226217574925,0.1156091265469792,-0.2930478196765125,0.2910099852224448,0.2367145752027681,1.0
1086,9.34336,77.66833,2026-09-08,08:58:00,n,336.37,301.54,1.47,D,438.0,3591.55449316,industrial_area,1,6.0,1.0,1.6899999999999997,2.13,1.0,0.1706386142939503,0.1110492091533344,-0.2858864373780144,0.2594419922584166,0.2166715576136084,1.0
1088,9.3474,77.66602,2026-09-08,08:58:00,n,348.28,300.93,2.13,D,438.0,3270.48097146,industrial_area,1,6.0,1.0,1.6899999999999997,2.13,1.0,0.1721798719874154,0.1152295078493298,-0.2911976151712039,0.2806510010632337,0.2300120360487199,1.0
1089,9.34892,77.66765,2026-09-08,08:58:00,n,330.81,300.21,1.47,D,438.0,3043.51476658,industrial_area,1,6.0,1.0,1.6899999999999997,2.13,1.0,0.1726226217574925,0.1156091265469792,-0.2930478196765125,0.2910099852224448,0.2367145752027681,1.0
94,20.78671,85.26124,2026-09-08,19:49:00,n,298.84,272.8,2.18,N,439.0,1915.71527253,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0450333266748135,0.0333682645336361,0.0615546419968326,0.1166249997913837,0.1001250017434358,0.0009765625
95,20.79587,85.25201,2026-09-08,19:49:00,n,315.69,272.81,3.87,N,439.0,1203.81651081,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4984111808959775,-0.1643631553804313,-0.4089362905274415,0.1560297716437405,0.0913595422135509,0.031982421875
96,20.80691,85.25891,2026-09-08,19:49:00,n,300.08,268.92,2.19,N,439.0,403.88697344,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3147043162807228,-0.1420087036114561,-0.2493126562613949,0.1546999996429995,0.1037578949410664,0.004638671875
931,20.78374,85.25797,2026-09-11,20:34:00,n,302.67,284.81,1.74,N,439.0,2270.64742379,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.1304987985441129,0.0512215916708194,0.1426082408045136,0.102433331310749,0.0935000007351239,0.000732421875
1131,20.78671,85.26124,2026-09-08,19:49:00,n,298.84,272.8,2.18,N,439.0,1915.71527253,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0450333266748135,0.0333682645336361,0.0615546419968326,0.1166249997913837,0.1001250017434358,0.0009765625
1132,20.79587,85.25201,2026-09-08,19:49:00,n,315.69,272.81,3.87,N,439.0,1203.81651081,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4984111808959775,-0.1643631553804313,-0.4089362905274415,0.1560297716437405,0.0913595422135509,0.031982421875
1133,20.80691,85.25891,2026-09-08,19:49:00,n,300.08,268.92,2.19,N,439.0,403.88697344,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3147043162807228,-0.1420087036114561,-0.2493126562613949,0.1546999996429995,0.1037578949410664,0.004638671875
1968,20.78374,85.25797,2026-09-11,20:34:00,n,302.67,284.81,1.74,N,439.0,2270.64742379,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.1304987985441129,0.0512215916708194,0.1426082408045136,0.102433331310749,0.0935000007351239,0.000732421875
2772,20.78849,85.25857,2026-09-04,19:25:00,n,306.91,287.45,2.84,N,439.0,1741.44613978,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.1273088667732,0.0489356793075517,0.1360756701026119,0.1023499984294176,0.0931249987334013,0.0009765625
2773,20.79477,85.25492,2026-09-04,19:25:00,n,316.12,286.91,2.9,N,439.0,1218.20993501,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4411620644271605,-0.1515984419796435,-0.3574452533850762,0.150692647213445,0.0904352942152934,0.0166015625
2774,20.80561,85.25348,2026-09-04,19:25:00,n,304.62,287.35,1.78,N,439.0,114.68486004,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.5363806723013251,-0.1710827614888237,-0.4386678601226936,0.1511733645451403,0.0848780375531065,0.05224609375
2775,20.80653,85.256,2026-09-04,19:25:00,n,313.31,287.45,1.63,N,439.0,249.35987491,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4430822588080209,-0.1786661164654373,-0.3529605870400052,0.1402249995929499,0.0828354166199763,0.01171875
2850,20.79352,85.25729,2026-09-04,21:06:00,n,305.82,285.35,2.9,N,439.0,1233.36342915,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3375917109853033,-0.1428888788408051,-0.2666636231990515,0.1423615387234932,0.0911461541859003,0.009521484375
2851,20.7952,85.2505,2026-09-04,21:06:00,n,317.2,284.74,2.9,N,439.0,1307.11938769,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.5137720613805008,-0.171529681974913,-0.4236945076541587,0.1602116788390779,0.0921452559367583,0.033447265625
2852,20.80867,85.25465,2026-09-04,21:06:00,n,303.12,284.93,1.74,N,439.0,249.69129989,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.5028719374183885,-0.1598016041268599,-0.4117180628042594,0.1507340921089053,0.0874068183316425,0.021484375
3462,20.79357,85.26019,2026-09-05,20:46:00,n,308.35,287.49,2.35,N,439.0,1161.64796926,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.1957080886334707,-0.0935995550042703,-0.1572693094674234,0.1418055552575323,0.1063111114005247,0.00439453125
3463,20.79505,85.25336,2026-09-05,20:46:00,n,334.7,287.79,4.69,N,439.0,1283.31738285,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4382138126821647,-0.1346590709238036,-0.3584832507489673,0.1545989584798614,0.0950854166876524,0.0234375
3464,20.80538,85.25605,2026-09-05,20:46:00,n,310.73,288.14,2.3,N,439.0,289.9686635,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4427222246582152,-0.1870230466731401,-0.3560755640495051,0.1465204542672092,0.0868931818245486,0.0107421875
3782,20.78524,85.26192,2026-09-06,20:27:00,n,307.14,290.34,4.31,N,439.0,2079.57083283,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0954398970459735,0.0626093016718533,0.1081824938958202,0.1139999985694885,0.0991200014948845,0.001220703125
3783,20.79493,85.25308,2026-09-06,20:27:00,n,339.28,290.53,9.48,N,439.0,1297.50710308,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4502388049390472,-0.1331256399005428,-0.371380186767988,0.1542146075307653,0.0949741575992509,0.021728515625
4010,20.78744,85.25918,2026-09-07,07:39:00,n,333.19,300.43,7.26,D,439.0,1847.72499844,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.1347458124541889,0.0634507309362386,0.1437704979770586,0.1035599991679191,0.0943400010466575,0.001220703125
4011,20.79349,85.25431,2026-09-07,07:39:00,n,339.1,301.49,11.19,D,439.0,1371.91325163,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4284825336235253,-0.1505433259164551,-0.3452849782766868,0.1509411768878207,0.0914632354808204,0.0166015625
4012,20.80732,85.25565,2026-09-07,07:39:00,n,336.42,300.85,7.38,D,439.0,225.60676048,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4461016808177178,-0.170737281634363,-0.3576977505071917,0.1437745101603807,0.085054902104186,0.012451171875
4151,20.78513,85.26547,2026-09-07,20:10:00,n,313.15,290.61,2.66,N,439.0,2135.92147958,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0942873677210255,0.0347637427115049,0.102151153567675,0.1106499992311,0.1016249991953373,0.0009765625
4152,20.78571,85.2618,2026-09-07,20:10:00,n,316.32,291.42,3.1,N,439.0,2027.1838149,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0938540472608776,0.0316357201089094,0.1047104093901345,0.106819999217987,0.0940199986100196,0.001220703125
4153,20.7896,85.25873,2026-09-07,20:10:00,n,334.98,291.18,3.1,N,439.0,1617.47900065,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0912759489017842,0.0561961118757171,0.103338691641198,0.1125999987125396,0.0975500009953975,0.0009765625
4154,20.7929,85.25932,2026-09-07,20:10:00,n,306.66,291.29,1.4,N,439.0,1246.99529576,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.2199197939939125,-0.1005199279320634,-0.1757793743848884,0.1425062492489814,0.1044562505558133,0.00390625
4155,20.79349,85.25565,2026-09-07,20:10:00,n,321.86,291.6,6.87,N,439.0,1303.64521833,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4295214048238351,-0.1664720001948293,-0.344091261995824,0.1423418187282302,0.0855345458469607,0.013427734375
4156,20.79407,85.25198,2026-09-07,20:10:00,n,330.59,290.7,6.87,N,439.0,1401.83604223,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4593115412433365,-0.1549523701868582,-0.3765271776646093,0.1552117649246664,0.0939647059668512,0.020751953125
4157,20.79621,85.2599,2026-09-07,20:10:00,n,316.79,291.21,1.4,N,439.0,875.58902709,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.2559570178647404,-0.1247805489348385,-0.2032857433509756,0.1380555551085207,0.0978333343648248,0.00439453125
4158,20.79949,85.26003,2026-09-07,20:10:00,n,321.45,291.23,2.16,N,439.0,517.10557501,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.2499058490748606,-0.1135727173470805,-0.1936663252160786,0.1351294123074587,0.0962941186393008,0.004150390625
4159,20.80338,85.25696,2026-09-07,20:10:00,n,313.52,291.4,2.79,N,439.0,453.94383271,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4286305922603159,-0.1761092184068234,-0.3411547222804231,0.1452421049930547,0.086584210297779,0.00927734375
4160,20.80668,85.25755,2026-09-07,20:10:00,n,328.96,292.94,4.39,N,439.0,410.45405978,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4441456416674579,-0.1799939649333214,-0.3572820894692903,0.1453774206099971,0.0865838716347371,0.007568359375
5743,20.78876,85.25801,2026-08-26,20:34:00,n,301.02,286.65,1.13,N,439.0,1722.47822011,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0904355434431909,0.0369501706455013,0.1053263419404431,0.1078199997544288,0.0938599988818168,0.001220703125
5744,20.79303,85.25893,2026-08-26,20:34:00,n,302.21,287.06,1.13,N,439.0,1240.1229405,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.2338336964692129,-0.1152214218019735,-0.1822137062826361,0.147956249769777,0.1064687510952353,0.00390625
5745,20.79388,85.25462,2026-08-26,20:34:00,n,303.84,286.57,1.13,N,439.0,1318.21095195,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4265549561284369,-0.1398754638075904,-0.3448697027657644,0.1521594204764435,0.0923768119427605,0.016845703125
5841,20.78782,85.26209,2026-08-27,07:46:00,n,335.01,289.15,1.55,D,439.0,1794.86107632,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0904355434431909,0.0369501706455013,0.1053263419404431,0.1078199997544288,0.0938599988818168,0.001220703125
6233,20.80461,85.25742,2026-08-19,19:25:00,n,307.64,285.28,1.98,N,439.0,406.02009199,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4468741848053975,-0.1704663151647059,-0.358570813608445,0.1505580655028743,0.088825806855194,0.007568359375
6280,20.78761,85.26431,2026-08-19,21:06:00,n,302.5,283.34,2.28,N,439.0,1843.47690618,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,-0.0699809627505742,0.0434993486342697,0.0839466926318057,0.1127500012516975,0.0986250005662441,0.0009765625
6281,20.79777,85.25298,2026-08-19,21:06:00,n,306.61,283.39,4.38,N,439.0,984.08624419,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4811328065433385,-0.1607420018230973,-0.3955449617400755,0.1561879702752694,0.0926165415772369,0.032470703125
6282,20.79788,85.25243,2026-08-19,21:06:00,n,305.54,283.36,2.83,N,439.0,977.45434619,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.506293866156791,-0.1755759131450459,-0.4144633293015684,0.1567019866100999,0.0899364238493884,0.036865234375
7944,20.79585,85.25479,2026-08-09,20:53:00,n,322.38,283.66,4.58,N,439.0,1127.68503769,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.4530400629524579,-0.2099055721840058,-0.3122841561371795,0.2397000007331371,0.135524995625019,0.0009765625
8813,20.78619,85.2653,2026-08-08,19:32:00,n,300.75,279.05,0.68,N,439.0,2017.43809093,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3088958578113945,-0.1830255865721095,-0.2076211365242591,0.1520035462035636,0.097874468223282,0.103271484375
8814,20.78667,85.26571,2026-08-08,19:32:00,n,302.89,278.85,0.61,N,439.0,1975.0459026,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3294859881285435,-0.1869918535425114,-0.2262586403646974,0.1532296066097221,0.096557971020663,0.117919921875
8815,20.78687,85.25846,2026-08-08,19:32:00,n,308.31,278.08,1.2,N,439.0,1920.38299514,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.1406077086660289,-0.0307024576976381,-0.0620349544929823,0.1635108697025672,0.1276565221664698,0.01123046875
8816,20.78739,85.2589,2026-08-08,19:32:00,n,310.55,277.51,1.2,N,439.0,1856.86768291,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.1596284150093266,-0.04361126314556,-0.0891123765154258,0.1686631586206586,0.1300350875969518,0.013916015625
8817,20.80865,85.25416,2026-08-08,19:32:00,n,305.48,278.63,1.39,N,439.0,229.96691854,power_plant,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3603154035890714,-0.1460879223196935,-0.2790900338773659,0.2377303335318962,0.1561988336717089,0.146484375
9004,20.78676,85.26475,2026-07-30,20:40:00,n,313.64,288.1,3.68,N,439.0,1944.27048723,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3333159815080393,-0.2022918980387029,-0.2228135242848799,0.1532176924535097,0.0930362819932783,0.1904296875
9005,20.78683,85.26362,2026-07-30,20:40:00,n,313.33,287.97,2.6,N,439.0,1918.12042626,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.3386004276599878,-0.1897152320223208,-0.2270483712772343,0.1601028107547548,0.0977275147620787,0.1650390625
9006,20.78792,85.25926,2026-07-30,20:40:00,n,312.11,288.06,3.55,N,439.0,1793.97240643,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.2884650973022735,-0.1148608843489359,-0.1953202495548842,0.1892314053271427,0.1281743801452896,0.029541015625
9007,20.78796,85.25812,2026-07-30,20:40:00,n,307.16,287.92,2.6,N,439.0,1807.28757808,industrial_area,5,62.0,14.0,3.432741935483871,11.19,0.3256,0.1419413799501604,-0.0372495697228587,-0.0668443963179698,0.1651073174505699,0.126595122785103,0.010009765625
